116463.798820	117077.208649	09 12
117077.208649	117483.629126	09 13
117483.629126	117937.255374	09 14
117937.255374	118379.080180	09 15
118379.080180	118825.015600	09 16
118825.015600	119363.903959	09 17
119363.903959	120191.728767	09 18
120191.728767	120778.618500	09 19
120778.618500	121649.008063	09 20
121649.008063	122376.189105	09 21
122376.189105	123191.284267	09 22
123191.284267	123467.888872	09 23
123467.888872	124294.387676	10 01
124294.387676	124905.278096	10 02
124905.278096	125270.062021	10 03
125270.062021	126732.114934	10 04
126732.114934	127752.740843	10 05
127752.740843	128416.008453	10 06
128416.008453	128907.028038	10 07
128907.028038	130202.269544	10 08
130202.269544	130927.991982	10 09
130927.991982	131693.627164	10 10
131693.627164	132073.660145	10 11
132073.660145	132383.017069	10 12
132383.017069	132948.027722	10 13
132948.027722	133626.942189	10 14
133626.942189	134511.652604	10 15
134511.652604	135020.440653	10 16
135020.440653	135620.855635	10 17
135620.855635	136316.477763	10 18
136316.477763	137018.729915	10 19
137018.729915	137559.872481	10 20
137559.872481	138212.797254	10 21
138212.797254	138728.745729	10 22
138728.745729	138987.714470	10 23
138987.714470	139400.234569	10 24
139400.234569	140442.872158	10 25
140442.872158	141045.939149	10 26
141045.939149	141549.688380	10 27
141549.688380	141953.854649	10 28
141953.854649	142370.617963	10 29
142370.617963	142826.896221	10 30
142826.896221	143895.523505	10 31
143895.523505	144134.602173	10 32
144134.602173	144572.183763	10 33
144572.183763	145285.441755	10 34
145285.441755	145900.707991	10 35
145900.707991	146642.740288	10 36
146642.740288	147072.631050	10 37
147072.631050	147584.468910	10 38
147584.468910	147984.524564	10 39
147984.524564	148519.434907	11 01
148519.434907	149034.057378	11 02
149034.057378	149455.329108	11 03
149455.329108	150022.859171	11 04
150022.859171	150450.097923	11 05
150450.097923	150996.014107	11 06
150996.014107	151603.589515	11 07
151603.589515	151907.775020	11 08
151907.775020	152375.722121	11 09
152375.722121	152841.945415	11 10
152841.945415	153162.838581	11 11
153162.838581	153752.645525	11 12
153752.645525	154255.599152	11 13
154255.599152	154649.952985	11 14
154649.952985	155135.138148	11 15
155135.138148	155827.180063	11 16
155827.180063	156477.187625	11 17
156477.187625	156932.935481	11 18
156932.935481	157589.573068	11 19
157589.573068	157972.921061	11 20
157972.921061	158343.937209	11 21
158343.937209	158688.300660	11 22
158688.300660	159279.698809	11 23
159279.698809	159842.720455	11 24
159842.720455	161205.190406	11 25
161205.190406	162031.689210	11 26
162031.689210	162630.910787	11 27
162630.910787	163017.308592	11 28
163017.308592	164408.022445	11 29
164408.022445	164661.421966	11 30
164661.421966	165313.285935	11 31
165313.285935	166276.363235	11 32
166276.363235	167170.090482	11 33
167170.090482	167749.687189	11 34
167749.687189	168369.859642	12 01
168369.859642	168764.213475	12 02
168764.213475	169208.557690	12 03
169208.557690	169996.734954	12 04
169996.734954	170506.849008	12 05
170506.849008	171162.425790	12 06
171162.425790	171823.439192	12 07
171823.439192	172449.048266	12 08
172449.048266	172786.383892	12 09
172786.383892	173356.565964	12 10
173356.565964	173938.284277	12 11
173938.284277	174700.471847	12 12
174700.471847	175144.418260	12 13
175144.418260	175925.832900	12 14
175925.832900	176575.575261	12 15
176575.575261	177465.457095	12 16
177465.457095	177943.614433	13 01
177943.614433	178282.408664	13 02
178282.408664	178709.912617	13 03
178709.912617	179012.506917	13 04
179012.506917	179237.132133	13 05
179237.132133	179765.942855	13 06
179765.942855	180084.847014	13 07
180084.847014	180405.342378	13 08
180405.342378	180940.517923	13 09
180940.517923	181469.726446	13 10
181469.726446	182100.241737	13 11
182100.241737	182513.955241	13 12
182513.955241	183013.196055	13 13
183013.196055	183684.684895	13 14
183684.684895	184044.695203	13 15
184044.695203	184408.153124	13 16
184408.153124	184843.878308	13 17
184843.878308	185110.140075	13 18
185110.140075	185442.967285	13 19
185442.967285	185901.632351	14 01
185901.632351	186265.488074	14 02
186265.488074	186700.682855	14 03
186700.682855	187229.493577	14 04
187229.493577	187738.016425	14 05
187738.016425	188064.876612	14 06
188064.876612	188573.399460	14 07
188573.399460	188913.652297	14 08
188913.652297	189354.283698	14 09
189354.283698	189963.980714	14 10
189963.980714	190362.975563	14 11
190362.975563	190840.337298	14 12
190840.337298	191291.709338	14 13
191291.709338	191515.804153	14 14
191515.804153	191897.693540	14 15
191897.693540	192132.528994	14 16
192132.528994	192390.039130	14 17
192390.039130	192658.422505	14 18
192658.422505	193334.021960	14 19
193334.021960	193964.404651	15 01
193964.404651	194292.325642	15 02
194292.325642	194702.193732	15 03
194702.193732	195158.074188	15 04
195158.074188	195690.332523	15 05
195690.332523	196160.003429	15 06
196160.003429	196533.273786	15 07
196533.273786	197072.294745	15 08
197072.294745	197424.216423	15 09
197424.216423	198296.329793	15 10
198296.329793	198535.673662	15 11
198535.673662	198994.073528	15 12
198994.073528	199787.289611	15 13
199787.289611	200144.515309	15 14
200144.515309	200618.694632	15 15
200618.694632	200987.721773	15 16
200987.721773	201756.671967	15 17
201756.671967	202501.091072	15 18
202501.091072	202784.856104	15 19
202784.856104	203024.465174	15 20
203024.465174	203522.114783	16 01
203522.114783	203800.840996	16 02
203800.840996	204538.497476	16 03
204538.497476	204932.055706	16 04
204932.055706	205449.860588	16 05
205449.860588	206129.703258	16 06
206129.703258	206622.314049	16 07
206622.314049	207167.699830	16 08
207167.699830	207985.977404	16 09
207985.977404	208759.038213	16 10
208759.038213	209226.720113	16 11
209226.720113	209956.950966	16 12
209956.950966	210449.561756	16 13
210449.561756	211202.732493	16 14
211202.732493	211864.674099	16 15
211864.674099	212575.147481	16 16
212575.147481	213305.510935	17 01
213305.510935	214011.210699	17 02
214011.210699	214365.121385	17 03
214365.121385	215435.207274	17 04
215435.207274	215907.132389	17 05
215907.132389	216478.640466	17 06
216478.640466	217002.279768	17 07
217002.279768	217697.371494	17 08
217697.371494	218518.698879	17 09
218518.698879	219318.014584	17 10
219318.014584	219568.496894	17 11
219568.496894	219905.699919	17 12
219905.699919	219967.624344	18 outro
